timestamp,balance,returns,trade_returns,x_position,x_enter,y_position,y_enter,beta,signal,numtrades,zscore
2022-01-01 00:00:00,1000,0,0,0,0,0,0,0,0,0,0
2022-08-03 18:47:34.690752,1000,0,0,0,0,0,0,0.36867919865858934,0,0,0.12553309559671522
2022-08-03 18:48:04.873276,1000,0,0,0,0,0,0,0.36867919865858934,0,0,0.12553309559671522
2022-08-03 18:48:11.669962,1000,0,0,0,0,0,0,0.36867919865858934,0,0,0.12553309559671522
