timestamp,balance,returns,trade_returns,x_position,x_enter,y_position,y_enter,beta,signal,numtrades,zscore
2022-01-01 00:00:00,1000,0,0,0,0,0,0,0,0,0,0
2022-08-03 18:47:34.690752,999.0,-0.001,,-1,1665.54,0.4580233829951319,40.3,0.4580233829951319,-1,1,-1.176067070692121
2022-08-03 18:48:04.873276,998.8487903734527,-0.00015136098753472025,0.0,-1,1665.54,0.4580233829951319,40.3,0.4580233829951319,-1,1,-1.176067070692121
2022-08-03 18:48:11.669962,998.6976036341439,-0.00015136098753472025,0.0,-1,1665.54,0.4580233829951319,40.3,0.4580233829951319,-1,1,-1.176067070692121
