timestamp,balance,returns,trade_returns,x_position,x_enter,y_position,y_enter,beta,signal,numtrades,zscore
2022-01-01 00:00:00,1000,0,0,0,0,0,0,0,0,0,0
2022-08-03 18:47:34.690752,1000,0,0,0,0,0,0,0.9653966571469148,0,0,-0.07371449858835319
2022-08-03 18:48:04.873276,1000,0,0,0,0,0,0,0.9653966571469148,0,0,-0.07371449858835319
2022-08-03 18:48:11.669962,1000,0,0,0,0,0,0,0.9653966571469148,0,0,-0.07371449858835319
