2022-05-31 16:15:00,31878.97
2022-05-31 16:16:00,31893.66
2022-05-31 16:17:00,31891.76
2022-05-31 16:18:00,31836.0
2022-05-31 16:19:00,31885.08
2022-05-31 16:20:00,31966.66
2022-05-31 16:21:00,31971.98
2022-05-31 16:22:00,31986.07
2022-05-31 16:23:00,31966.2
2022-05-31 16:24:00,31986.44
2022-05-31 16:25:00,32021.19
2022-05-31 16:26:00,32014.37
2022-05-31 16:27:00,32101.33
2022-05-31 16:28:00,32075.31
2022-05-31 16:29:00,32088.1
2022-05-31 16:30:00,32069.77
2022-05-31 16:31:00,31966.2
2022-05-31 16:32:00,32040.32
2022-05-31 16:33:00,32071.55
2022-05-31 16:34:00,32128.92
2022-05-31 16:35:00,32116.5
2022-05-31 16:36:00,32094.0
2022-05-31 16:37:00,32094.82
2022-05-31 16:38:00,32151.05
2022-05-31 16:39:00,32131.37
2022-05-31 16:40:00,32125.94
2022-05-31 16:41:00,32149.64
2022-05-31 16:42:00,32199.96
2022-05-31 16:43:00,32275.35
2022-05-31 16:44:00,32279.69
2022-05-31 16:45:00,32272.81
2022-05-31 16:46:00,32226.35
2022-05-31 16:47:00,32187.13
2022-05-31 16:48:00,32233.43
2022-05-31 16:49:00,32228.06
2022-05-31 16:50:00,32205.13
2022-05-31 16:51:00,32195.5
2022-05-31 16:52:00,32198.47
2022-05-31 16:53:00,32187.71
2022-05-31 16:54:00,32222.06
2022-05-31 16:55:00,32214.24
2022-05-31 16:56:00,32227.0
2022-05-31 16:57:00,32187.0
2022-05-31 16:58:00,32173.81
2022-05-31 16:59:00,32145.98
2022-05-31 17:00:00,32178.64
2022-05-31 17:01:00,32146.28
2022-05-31 17:02:00,32097.74
2022-05-31 17:03:00,32062.93
2022-05-31 17:04:00,32074.82
2022-05-31 17:05:00,32103.0
2022-05-31 17:06:00,32110.36
2022-05-31 17:07:00,32135.03
2022-05-31 17:08:00,32151.79
2022-05-31 17:09:00,32155.31
2022-05-31 17:10:00,32159.55
2022-05-31 17:11:00,32146.61
2022-05-31 17:12:00,32145.75
2022-05-31 17:13:00,32125.55
2022-05-31 17:14:00,32121.74
2022-05-31 17:15:00,32058.1
2022-05-31 17:16:00,31975.95
2022-05-31 17:17:00,31943.86
2022-05-31 17:18:00,31943.72
2022-05-31 17:19:00,31964.51
2022-05-31 17:20:00,31947.9
2022-05-31 17:21:00,31935.39
2022-05-31 17:22:00,31913.76
2022-05-31 17:23:00,31884.46
2022-05-31 17:24:00,31912.05
2022-05-31 17:25:00,31955.73
2022-05-31 17:26:00,31977.33
2022-05-31 17:27:00,31970.38
2022-05-31 17:28:00,31930.15
2022-05-31 17:29:00,31957.58
2022-05-31 17:30:00,31934.34
2022-05-31 17:31:00,31944.01
2022-05-31 17:32:00,31959.72
2022-05-31 17:33:00,31996.6
2022-05-31 17:34:00,32015.2
2022-05-31 17:35:00,32013.58
2022-05-31 17:36:00,32008.26
2022-05-31 17:37:00,31974.87
2022-05-31 17:38:00,31958.9
2022-05-31 17:39:00,31947.66
2022-05-31 17:40:00,31957.35
2022-05-31 17:41:00,31942.04
2022-05-31 17:42:00,31958.07
2022-05-31 17:43:00,31937.54
2022-05-31 17:44:00,31957.18
2022-05-31 17:45:00,31967.83
2022-05-31 17:46:00,31974.38
2022-05-31 17:47:00,32008.84
2022-05-31 17:48:00,31997.84
2022-05-31 17:49:00,31989.81
2022-05-31 17:50:00,32046.53
2022-05-31 17:51:00,32059.03
2022-05-31 17:52:00,32068.04
2022-05-31 17:53:00,32043.29
2022-05-31 17:54:00,32036.17
2022-05-31 17:55:00,32073.34
2022-05-31 17:56:00,32071.95
2022-05-31 17:57:00,32065.61
2022-05-31 17:58:00,32096.92
2022-05-31 17:59:00,32109.56
2022-05-31 18:00:00,32126.86
2022-05-31 18:01:00,32133.28
2022-05-31 18:02:00,32132.37
2022-05-31 18:03:00,32116.83
2022-05-31 18:04:00,32106.97
2022-05-31 18:05:00,32076.24
2022-05-31 18:06:00,32073.96
2022-05-31 18:07:00,32114.18
2022-05-31 18:08:00,32105.61
2022-05-31 18:09:00,32125.11
2022-05-31 18:10:00,32118.09
2022-05-31 18:11:00,32108.74
2022-05-31 18:12:00,32116.54
2022-05-31 18:13:00,32081.77
2022-05-31 18:14:00,32095.01
2022-05-31 18:15:00,32124.36
2022-05-31 18:16:00,32120.21
2022-05-31 18:17:00,32096.04
2022-05-31 18:18:00,32087.35
2022-05-31 18:19:00,32107.64
2022-05-31 18:20:00,32112.48
2022-05-31 18:21:00,32063.97
2022-05-31 18:22:00,32018.99
2022-05-31 18:23:00,32056.06
2022-05-31 18:24:00,32071.54
2022-05-31 18:25:00,32076.95
2022-05-31 18:26:00,32034.08
2022-05-31 18:27:00,32038.29
2022-05-31 18:28:00,32044.0
2022-05-31 18:29:00,32058.32
2022-05-31 18:30:00,32026.3
2022-05-31 18:31:00,32002.53
2022-05-31 18:32:00,32007.78
2022-05-31 18:33:00,31987.4
2022-05-31 18:34:00,31980.26
2022-05-31 18:35:00,31967.99
2022-05-31 18:36:00,31954.1
2022-05-31 18:37:00,31983.19
2022-05-31 18:38:00,31979.36
2022-05-31 18:39:00,31941.16
2022-05-31 18:40:00,31938.4
2022-05-31 18:41:00,31880.84
2022-05-31 18:42:00,31807.63
2022-05-31 18:43:00,31799.7
2022-05-31 18:44:00,31794.42
2022-05-31 18:45:00,31754.78
2022-05-31 18:46:00,31745.13
2022-05-31 18:47:00,31740.34
2022-05-31 18:48:00,31747.68
2022-05-31 18:49:00,31750.47
2022-05-31 18:50:00,31745.17
2022-05-31 18:51:00,31749.46
2022-05-31 18:52:00,31700.0
2022-05-31 18:53:00,31684.22
2022-05-31 18:54:00,31693.13
2022-05-31 18:55:00,31611.19
2022-05-31 18:56:00,31611.67
2022-05-31 18:57:00,31640.32
2022-05-31 18:58:00,31654.4
2022-05-31 18:59:00,31657.89
2022-05-31 19:00:00,31627.69
2022-05-31 19:01:00,31631.38
2022-05-31 19:02:00,31618.56
2022-05-31 19:03:00,31624.21
2022-05-31 19:04:00,31669.26
2022-05-31 19:05:00,31655.7
2022-05-31 19:06:00,31657.62
2022-05-31 19:07:00,31671.46
2022-05-31 19:08:00,31659.18
2022-05-31 19:09:00,31685.59
2022-05-31 19:10:00,31683.88
2022-05-31 19:11:00,31655.67
2022-05-31 19:12:00,31652.53
2022-05-31 19:13:00,31669.28
2022-05-31 19:14:00,31682.87
2022-05-31 19:15:00,31738.32
2022-05-31 19:16:00,31750.01
2022-05-31 19:17:00,31756.83
2022-05-31 19:18:00,31726.87
2022-05-31 19:19:00,31705.67
2022-05-31 19:20:00,31738.54
2022-05-31 19:21:00,31720.98
2022-05-31 19:22:00,31715.47
2022-05-31 19:23:00,31711.48
2022-05-31 19:24:00,31673.37
2022-05-31 19:25:00,31680.76
2022-05-31 19:26:00,31669.12
2022-05-31 19:27:00,31691.07
2022-05-31 19:28:00,31699.77
2022-05-31 19:29:00,31691.3
2022-05-31 19:30:00,31725.71
2022-05-31 19:31:00,31702.34
2022-05-31 19:32:00,31722.31
2022-05-31 19:33:00,31737.24
2022-05-31 19:34:00,31732.78
2022-05-31 19:35:00,31715.22
2022-05-31 19:36:00,31731.35
2022-05-31 19:37:00,31725.13
2022-05-31 19:38:00,31683.65
2022-05-31 19:39:00,31672.78
2022-05-31 19:40:00,31678.85
2022-05-31 19:41:00,31659.1
2022-05-31 19:42:00,31644.61
2022-05-31 19:43:00,31633.69
2022-05-31 19:44:00,31597.02
2022-05-31 19:45:00,31636.85
2022-05-31 19:46:00,31642.96
2022-05-31 19:47:00,31620.22
2022-05-31 19:48:00,31625.0
2022-05-31 19:49:00,31638.03
2022-05-31 19:50:00,31652.65
2022-05-31 19:51:00,31650.1
2022-05-31 19:52:00,31652.97
2022-05-31 19:53:00,31627.43
2022-05-31 19:54:00,31594.52
2022-05-31 19:55:00,31570.17
2022-05-31 19:56:00,31566.01
2022-05-31 19:57:00,31597.62
2022-05-31 19:58:00,31659.19
2022-05-31 19:59:00,31597.41
2022-05-31 20:00:00,31665.28
2022-05-31 20:01:00,31647.34
2022-05-31 20:02:00,31644.24
2022-05-31 20:03:00,31659.64
2022-05-31 20:04:00,31644.82
2022-05-31 20:05:00,31621.76
2022-05-31 20:06:00,31631.88
2022-05-31 20:07:00,31621.45
2022-05-31 20:08:00,31593.31
2022-05-31 20:09:00,31577.27
2022-05-31 20:10:00,31606.44
2022-05-31 20:11:00,31634.01
2022-05-31 20:12:00,31657.35
2022-05-31 20:13:00,31710.96
2022-05-31 20:14:00,31715.09
2022-05-31 20:15:00,31701.81
2022-05-31 20:16:00,31703.68
2022-05-31 20:17:00,31704.66
2022-05-31 20:18:00,31702.35
2022-05-31 20:19:00,31657.15
2022-05-31 20:20:00,31666.22
2022-05-31 20:21:00,31672.82
2022-05-31 20:22:00,31686.16
2022-05-31 20:23:00,31683.61
2022-05-31 20:24:00,31715.56
2022-05-31 20:25:00,31691.28
2022-05-31 20:26:00,31692.44
2022-05-31 20:27:00,31707.71
